senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
James E. Clyburn,Clyburn,"",6,2,33.33,0,0.0,0.0,"[""https://twitter.com/Clyburn/status/876069430240854017"", ""https://twitter.com/Clyburn/status/874274386337038336""]",[]
"John Conyers, Jr.",RepJohnConyers,"",5,0,0.0,1,20.0,0.0,[],"[""https://twitter.com/RepJohnConyers/status/874406963014193154""]"
Jim Cooper,RepJimCooper,"",13,4,30.77,1,7.69,4.0,"[""https://twitter.com/repjimcooper/status/875720279670083584"", ""https://twitter.com/repjimcooper/status/875406316201750529"", ""https://twitter.com/repjimcooper/status/874617104435163136"", ""https://twitter.com/repjimcooper/status/873907705651638274""]","[""https://twitter.com/repjimcooper/status/874629555507666944""]"
Elijah E. Cummings,RepCummings,"",7,1,14.29,2,28.57,0.5,"[""https://twitter.com/RepCummings/status/874741291569041408""]","[""https://twitter.com/RepCummings/status/874601362692210688"", ""https://twitter.com/RepCummings/status/874428581799243776""]"
Michael E. Capuano,RepMikeCapuano,"",2,0,0.0,0,0.0,0.0,[],[]
Joseph Crowley,RepJoeCrowley,"",40,10,25.0,1,2.5,10.0,"[""https://twitter.com/repjoecrowley/status/876070932569358336"", ""https://twitter.com/repjoecrowley/status/875820068311060483"", ""https://twitter.com/repjoecrowley/status/875736670481592320"", ""https://twitter.com/repjoecrowley/status/875730084799406080"", ""https://twitter.com/repjoecrowley/status/875439519784464385"", ""https://twitter.com/repjoecrowley/status/875422651031990272"", ""https://twitter.com/repjoecrowley/status/875387790426595328"", ""https://twitter.com/repjoecrowley/status/874732467529416704"", ""https://twitter.com/repjoecrowley/status/874697824457326592"", ""https://twitter.com/repjoecrowley/status/874257303561797632""]","[""https://twitter.com/repjoecrowley/status/874744185374560257""]"
Jim Costa,RepJimCosta,"",0,0,0.0,0,0.0,0.0,[],[]
Emanuel Cleaver,RepCleaver,"",24,7,29.17,1,4.17,7.0,"[""https://twitter.com/repcleaver/status/875803032818262016"", ""https://twitter.com/repcleaver/status/875774580270542848"", ""https://twitter.com/repcleaver/status/875752432789336065"", ""https://twitter.com/repcleaver/status/875372933547520000"", ""https://twitter.com/repcleaver/status/874675686010761216"", ""https://twitter.com/repcleaver/status/874662116288061441"", ""https://twitter.com/repcleaver/status/874332272664694791""]","[""https://twitter.com/repcleaver/status/874793918256345088""]"
Henry Cuellar,RepCuellar,"",20,1,5.0,0,0.0,0.0,"[""https://twitter.com/RepCuellar/status/875428667568140292""]",[]
Kathy Castor,USRepKCastor,"",40,7,17.5,0,0.0,0.0,"[""https://twitter.com/USRepKCastor/status/875768420847038465"", ""https://twitter.com/USRepKCastor/status/875348480881041408"", ""https://twitter.com/USRepKCastor/status/875055333173055488"", ""https://twitter.com/USRepKCastor/status/874713914470256640"", ""https://twitter.com/USRepKCastor/status/874425908521832448"", ""https://twitter.com/USRepKCastor/status/874393156850266112"", ""https://twitter.com/USRepKCastor/status/874323679999602688""]",[]
Yvette D. Clarke,RepYvetteClarke,"",70,8,11.43,6,8.57,1.3333,"[""https://twitter.com/RepYvetteClarke/status/875735912386318336"", ""https://twitter.com/RepYvetteClarke/status/875439419611893761"", ""https://twitter.com/RepYvetteClarke/status/875403556525940736"", ""https://twitter.com/RepYvetteClarke/status/875023726458413056"", ""https://twitter.com/RepYvetteClarke/status/874673401432092672"", ""https://twitter.com/RepYvetteClarke/status/874592902722277376"", ""https://twitter.com/RepYvetteClarke/status/874334690135748608"", ""https://twitter.com/RepYvetteClarke/status/874244383381618688""]","[""https://twitter.com/RepYvetteClarke/status/875338463670882304"", ""https://twitter.com/RepYvetteClarke/status/874797151905357824"", ""https://twitter.com/RepYvetteClarke/status/874723704412024838"", ""https://twitter.com/RepYvetteClarke/status/874713330119831552"", ""https://twitter.com/RepYvetteClarke/status/874694224423391232"", ""https://twitter.com/RepYvetteClarke/status/874658501691412480""]"
Steve Cohen,RepCohen,"",25,7,28.0,7,28.0,1.0,"[""https://twitter.com/RepCohen/status/875769472774221824"", ""https://twitter.com/RepCohen/status/875543814034817025"", ""https://twitter.com/RepCohen/status/875466439913820160"", ""https://twitter.com/RepCohen/status/875465543293251584"", ""https://twitter.com/RepCohen/status/875438503496167426"", ""https://twitter.com/RepCohen/status/875428271202197504"", ""https://twitter.com/RepCohen/status/874389078975926272""]","[""https://twitter.com/RepCohen/status/875909373117300736"", ""https://twitter.com/RepCohen/status/875574164723163141"", ""https://twitter.com/RepCohen/status/875572274337693697"", ""https://twitter.com/RepCohen/status/874431824277245952"", ""https://twitter.com/RepCohen/status/874318451191541761"", ""https://twitter.com/RepCohen/status/873585725404585984"", ""https://twitter.com/RepCohen/status/873330764582137856""]"
Joe Courtney,RepJoeCourtney,"",18,2,11.11,1,5.56,2.0,"[""https://twitter.com/RepJoeCourtney/status/876201541786533891"", ""https://twitter.com/RepJoeCourtney/status/875859032132603904""]","[""https://twitter.com/RepJoeCourtney/status/874272383212900357""]"
André Carson,RepAndreCarson,"",9,2,22.22,1,11.11,2.0,"[""https://twitter.com/RepAndreCarson/status/874695550582575106"", ""https://twitter.com/RepAndreCarson/status/873550080103632897""]","[""https://twitter.com/RepAndreCarson/status/874740240459739138""]"
Gerald E. Connolly,GerryConnolly,"",29,3,10.34,1,3.45,3.0,"[""https://twitter.com/GerryConnolly/status/875420206981632001"", ""https://twitter.com/GerryConnolly/status/874744630524477440"", ""https://twitter.com/GerryConnolly/status/874089709198344196""]","[""https://twitter.com/GerryConnolly/status/874955579109892096""]"
Judy Chu,RepJudyChu,"",15,5,33.33,3,20.0,1.6667,"[""https://twitter.com/RepJudyChu/status/875835618105987072"", ""https://twitter.com/RepJudyChu/status/875785864965758977"", ""https://twitter.com/RepJudyChu/status/874679649422503936"", ""https://twitter.com/RepJudyChu/status/874675338474815490"", ""https://twitter.com/RepJudyChu/status/874301478856515589""]","[""https://twitter.com/RepJudyChu/status/875844194467819520"", ""https://twitter.com/RepJudyChu/status/875785864965758977"", ""https://twitter.com/RepJudyChu/status/875722891647737857""]"
David N. Cicilline,RepCicilline,"",14,2,14.29,0,0.0,0.0,"[""https://twitter.com/RepCicilline/status/874692927762685952"", ""https://twitter.com/RepCicilline/status/874243938521141249""]",[]
Matt Cartwright,RepCartwright,"",2,0,0.0,0,0.0,0.0,[],[]
Joaquin Castro,JoaquinCastrotx,"",41,4,9.76,3,7.32,1.3333,"[""https://twitter.com/JoaquinCastrotx/status/876091718499790848"", ""https://twitter.com/JoaquinCastrotx/status/875735920233914370"", ""https://twitter.com/JoaquinCastrotx/status/875402752251371520"", ""https://twitter.com/JoaquinCastrotx/status/874312981726756864""]","[""https://twitter.com/JoaquinCastrotx/status/875512595771510784"", ""https://twitter.com/JoaquinCastrotx/status/874805986434969604"", ""https://twitter.com/JoaquinCastrotx/status/874610639997677570""]"
Tony Cárdenas,RepCardenas,"",6,1,16.67,1,16.67,1.0,"[""https://twitter.com/RepCardenas/status/874732931348144128""]","[""https://twitter.com/RepCardenas/status/874734244953808898""]"
Katherine M. Clark,RepKClark,"",15,8,53.33,0,0.0,0.0,"[""https://twitter.com/RepKClark/status/876107365506002945"", ""https://twitter.com/RepKClark/status/876086386155282432"", ""https://twitter.com/RepKClark/status/875805262921314304"", ""https://twitter.com/RepKClark/status/875745277705105409"", ""https://twitter.com/RepKClark/status/875398609927376896"", ""https://twitter.com/RepKClark/status/874756461829779456"", ""https://twitter.com/RepKClark/status/874671334860754945"", ""https://twitter.com/RepKClark/status/874280071808376833""]",[]
J. Luis Correa,reploucorrea,"",13,5,38.46,1,7.69,5.0,"[""https://twitter.com/RepLouCorrea/status/875710164795609088"", ""https://twitter.com/RepLouCorrea/status/875672166070706176"", ""https://twitter.com/RepLouCorrea/status/875338031619821568"", ""https://twitter.com/RepLouCorrea/status/875081919582666753"", ""https://twitter.com/RepLouCorrea/status/875050660898770946""]","[""https://twitter.com/RepLouCorrea/status/874668444473585664""]"
Charlie Crist,repcharliecrist,"",19,4,21.05,0,0.0,0.0,"[""https://twitter.com/RepCharlieCrist/status/876175114621952000"", ""https://twitter.com/RepCharlieCrist/status/875721719973130241"", ""https://twitter.com/RepCharlieCrist/status/875709934536712197"", ""https://twitter.com/RepCharlieCrist/status/875486832045297664""]",[]
Salud O. Carbajal,RepCarbajal,"",14,0,0.0,0,0.0,0.0,[],[]
Danny K. Davis,RepDannyDavis,"",5,1,20.0,0,0.0,0.0,"[""https://twitter.com/RepDannyDavis/status/874750953706139648""]",[]
Peter A. DeFazio,RepPeterDeFazio,"",3,0,0.0,0,0.0,0.0,[],[]
Diana DeGette,RepDianaDeGette,"",17,4,23.53,0,0.0,0.0,"[""https://twitter.com/RepDianaDeGette/status/875442433361756160"", ""https://twitter.com/RepDianaDeGette/status/875419900176674822"", ""https://twitter.com/RepDianaDeGette/status/874663095079231488"", ""https://twitter.com/RepDianaDeGette/status/874358334488489986""]",[]
Rosa L. DeLauro,RosaDeLauro,"",11,2,18.18,0,0.0,0.0,"[""https://twitter.com/rosadelauro/status/876094898033897474"", ""https://twitter.com/rosadelauro/status/874246967735578624""]",[]
Lloyd Doggett,RepLloydDoggett,"",30,7,23.33,2,6.67,3.5,"[""https://twitter.com/RepLloydDoggett/status/876119176288624640"", ""https://twitter.com/RepLloydDoggett/status/875741502659588097"", ""https://twitter.com/RepLloydDoggett/status/875423615419809796"", ""https://twitter.com/RepLloydDoggett/status/875148492137787396"", ""https://twitter.com/RepLloydDoggett/status/874325176367841280"", ""https://twitter.com/RepLloydDoggett/status/874277066233061377"", ""https://twitter.com/RepLloydDoggett/status/873619806901108738""]","[""https://twitter.com/RepLloydDoggett/status/874807358068842496"", ""https://twitter.com/RepLloydDoggett/status/874741376713359360""]"
Michael F. Doyle,USRepMikeDoyle,"",4,0,0.0,0,0.0,0.0,[],[]
Susan A. Davis,RepSusanDavis,"",14,1,7.14,0,0.0,0.0,"[""https://twitter.com/RepSusanDavis/status/874366468401631232""]",[]
Theodore E. Deutch,RepTedDeutch,"",64,4,6.25,5,7.81,0.8,"[""https://twitter.com/RepTedDeutch/status/875782805627731972"", ""https://twitter.com/RepTedDeutch/status/875455188173303808"", ""https://twitter.com/RepTedDeutch/status/875364769636732928"", ""https://twitter.com/RepTedDeutch/status/874796688015273984""]","[""https://twitter.com/RepTedDeutch/status/874373779065110530"", ""https://twitter.com/RepTedDeutch/status/874257742529261568"", ""https://twitter.com/RepTedDeutch/status/874256692392996866"", ""https://twitter.com/RepTedDeutch/status/874256202087235584"", ""https://twitter.com/RepTedDeutch/status/874255674326364161""]"
Suzan K. DelBene,RepDelBene,"",15,2,13.33,0,0.0,0.0,"[""https://twitter.com/RepDelBene/status/876167489025081344"", ""https://twitter.com/RepDelBene/status/875430147708641310""]",[]
John K. Delaney,RepJohnDelaney,"",21,2,9.52,0,0.0,0.0,"[""https://twitter.com/RepJohnDelaney/status/874615179555856385"", ""https://twitter.com/RepJohnDelaney/status/874440787043516416""]",[]
Mark DeSaulnier,RepDeSaulnier,"",19,4,21.05,3,15.79,1.3333,"[""https://twitter.com/RepDeSaulnier/status/875784222153244672"", ""https://twitter.com/RepDeSaulnier/status/875724992654213121"", ""https://twitter.com/RepDeSaulnier/status/874474787363577856"", ""https://twitter.com/RepDeSaulnier/status/874251326611484672""]","[""https://twitter.com/RepDeSaulnier/status/874775905100541954"", ""https://twitter.com/RepDeSaulnier/status/874767622985920512"", ""https://twitter.com/RepDeSaulnier/status/874616065459879936""]"
Debbie Dingell,RepDebDingell,"",8,1,12.5,0,0.0,0.0,"[""https://twitter.com/RepDebDingell/status/875810659405107200""]",[]
Val Butler Demings,RepValDemings,"",55,3,5.45,0,0.0,0.0,"[""https://twitter.com/RepValDemings/status/875446468093501440"", ""https://twitter.com/RepValDemings/status/874730233538256896"", ""https://twitter.com/RepValDemings/status/874648336497856513""]",[]
Eliot L. Engel,RepEliotEngel,"",22,5,22.73,0,0.0,0.0,"[""https://twitter.com/RepEliotEngel/status/875451521608990720"", ""https://twitter.com/RepEliotEngel/status/875416682013097984"", ""https://twitter.com/RepEliotEngel/status/875354469592125440"", ""https://twitter.com/RepEliotEngel/status/874634553742286848"", ""https://twitter.com/RepEliotEngel/status/874248251372916736""]",[]
Anna G. Eshoo,RepAnnaEshoo,"",11,2,18.18,0,0.0,0.0,"[""https://twitter.com/RepAnnaEshoo/status/873677263996239872"", ""https://twitter.com/RepAnnaEshoo/status/873677125458419712""]",[]
Keith Ellison,KeithEllison,"",84,15,17.86,17,20.24,0.8824,"[""https://twitter.com/keithellison/status/875790275565768707"", ""https://twitter.com/keithellison/status/875788950580887554"", ""https://twitter.com/keithellison/status/875788913088114690"", ""https://twitter.com/keithellison/status/875758765710221313"", ""https://twitter.com/keithellison/status/875755768460570625"", ""https://twitter.com/keithellison/status/875755045026975745"", ""https://twitter.com/keithellison/status/875754211182604288"", ""https://twitter.com/keithellison/status/875716134972137472"", ""https://twitter.com/keithellison/status/875482554845024256"", ""https://twitter.com/keithellison/status/875407571989004288"", ""https://twitter.com/keithellison/status/875401272974815232"", ""https://twitter.com/keithellison/status/874672731987611649"", ""https://twitter.com/keithellison/status/874578537122062336"", ""https://twitter.com/keithellison/status/874030577984442368"", ""https://twitter.com/keithellison/status/873489245800988676""]","[""https://twitter.com/keithellison/status/875723009973260289"", ""https://twitter.com/keithellison/status/875694495068827648"", ""https://twitter.com/keithellison/status/874734894076833794"", ""https://twitter.com/keithellison/status/874700201080086528"", ""https://twitter.com/keithellison/status/874670130151792640"", ""https://twitter.com/keithellison/status/874616845013315585"", ""https://twitter.com/keithellison/status/874461944417312769"", ""https://twitter.com/keithellison/status/874456481290125312"", ""https://twitter.com/keithellison/status/874416857188622336"", ""https://twitter.com/keithellison/status/874411395940573185"", ""https://twitter.com/keithellison/status/874112942849110020"", ""https://twitter.com/keithellison/status/873938457801797632"", ""https://twitter.com/keithellison/status/873920058170290176"", ""https://twitter.com/keithellison/status/873910982753607680"", ""https://twitter.com/keithellison/status/873705167622942725"", ""https://twitter.com/keithellison/status/873495271702966272"", ""https://twitter.com/keithellison/status/873485171378593793""]"
Elizabeth H. Esty,RepEsty,"",15,0,0.0,0,0.0,0.0,[],[]
Dwight Evans,RepDwightEvans,"",66,15,22.73,7,10.61,2.1429,"[""https://twitter.com/RepDwightEvans/status/875790078131322880"", ""https://twitter.com/RepDwightEvans/status/875774992499134464"", ""https://twitter.com/RepDwightEvans/status/875767437031084038"", ""https://twitter.com/RepDwightEvans/status/875482164858630144"", ""https://twitter.com/RepDwightEvans/status/875421889086312450"", ""https://twitter.com/RepDwightEvans/status/874798086698172416"", ""https://twitter.com/RepDwightEvans/status/874733121639399424"", ""https://twitter.com/RepDwightEvans/status/874694194098565120"", ""https://twitter.com/RepDwightEvans/status/874690330687176704"", ""https://twitter.com/RepDwightEvans/status/874385828822237184"", ""https://twitter.com/RepDwightEvans/status/874332985645989888"", ""https://twitter.com/RepDwightEvans/status/874307212214226944"", ""https://twitter.com/RepDwightEvans/status/874251440356827136"", ""https://twitter.com/RepDwightEvans/status/873570458293202944"", ""https://twitter.com/RepDwightEvans/status/873520240910639104""]","[""https://twitter.com/RepDwightEvans/status/874735631624265729"", ""https://twitter.com/RepDwightEvans/status/874733672343252992"", ""https://twitter.com/RepDwightEvans/status/874732485371887616"", ""https://twitter.com/RepDwightEvans/status/874690330687176704"", ""https://twitter.com/RepDwightEvans/status/874676492390760450"", ""https://twitter.com/RepDwightEvans/status/874420545332408322"", ""https://twitter.com/RepDwightEvans/status/874325426105008128""]"
Adriano Espaillat,RepEspaillat,"",92,30,32.61,8,8.7,3.75,"[""https://twitter.com/RepEspaillat/status/876126897167642624"", ""https://twitter.com/RepEspaillat/status/876120951347400704"", ""https://twitter.com/RepEspaillat/status/876116826983469057"", ""https://twitter.com/RepEspaillat/status/875801061981900801"", ""https://twitter.com/RepEspaillat/status/875520989408481280"", ""https://twitter.com/RepEspaillat/status/875442819971731457"", ""https://twitter.com/RepEspaillat/status/875422019495571456"", ""https://twitter.com/RepEspaillat/status/875421916345094144"", ""https://twitter.com/RepEspaillat/status/875421650463993859"", ""https://twitter.com/RepEspaillat/status/875421596395220994"", ""https://twitter.com/RepEspaillat/status/875402508499390464"", ""https://twitter.com/RepEspaillat/status/875401869253890052"", ""https://twitter.com/RepEspaillat/status/875401077188956160"", ""https://twitter.com/RepEspaillat/status/875400943004786689"", ""https://twitter.com/RepEspaillat/status/875385703038951424"", ""https://twitter.com/RepEspaillat/status/875385639327465474"", ""https://twitter.com/RepEspaillat/status/875381565475495936"", ""https://twitter.com/RepEspaillat/status/875373427661713410"", ""https://twitter.com/RepEspaillat/status/875372644278968320"", ""https://twitter.com/RepEspaillat/status/875372591468490752"", ""https://twitter.com/RepEspaillat/status/875372562229993472"", ""https://twitter.com/RepEspaillat/status/875372522962812928"", ""https://twitter.com/RepEspaillat/status/875372478348099585"", ""https://twitter.com/RepEspaillat/status/875348910625181697"", ""https://twitter.com/RepEspaillat/status/874671185564454917"", ""https://twitter.com/RepEspaillat/status/874323735796473858"", ""https://twitter.com/RepEspaillat/status/874323704603455488"", ""https://twitter.com/RepEspaillat/status/874323618607636484"", ""https://twitter.com/RepEspaillat/status/874271238327283712"", ""https://twitter.com/RepEspaillat/status/873882152731070465""]","[""https://twitter.com/RepEspaillat/status/874786246249385985"", ""https://twitter.com/RepEspaillat/status/874728532722581505"", ""https://twitter.com/RepEspaillat/status/874700123997167616"", ""https://twitter.com/RepEspaillat/status/874700071501275136"", ""https://twitter.com/RepEspaillat/status/874699874339520513"", ""https://twitter.com/RepEspaillat/status/874698412138131458"", ""https://twitter.com/RepEspaillat/status/874688292268232704"", ""https://twitter.com/RepEspaillat/status/873882102131044352""]"
Bill Foster,RepBillFoster,"",7,1,14.29,0,0.0,0.0,"[""https://twitter.com/RepBillFoster/status/875438025232203776""]",[]
Marcia L. Fudge,RepMarciaFudge,"",15,5,33.33,0,0.0,0.0,"[""https://twitter.com/RepMarciaFudge/status/876084059834904577"", ""https://twitter.com/RepMarciaFudge/status/875417826605006848"", ""https://twitter.com/RepMarciaFudge/status/875417688838987777"", ""https://twitter.com/RepMarciaFudge/status/874683216187326465"", ""https://twitter.com/RepMarciaFudge/status/874382230931611648""]",[]
Lois Frankel,RepLoisFrankel,"",18,3,16.67,0,0.0,0.0,"[""https://twitter.com/RepLoisFrankel/status/875385716250988544"", ""https://twitter.com/RepLoisFrankel/status/874660130893201409"", ""https://twitter.com/RepLoisFrankel/status/874252367281213441""]",[]
Gene Green,RepGeneGreen,"",31,16,51.61,0,0.0,0.0,"[""https://twitter.com/RepGeneGreen/status/876172600560562176"", ""https://twitter.com/RepGeneGreen/status/876130824281759745"", ""https://twitter.com/RepGeneGreen/status/875814741314285570"", ""https://twitter.com/RepGeneGreen/status/875730454162354176"", ""https://twitter.com/RepGeneGreen/status/875457898574299137"", ""https://twitter.com/RepGeneGreen/status/875421401095786496"", ""https://twitter.com/RepGeneGreen/status/875413850295721984"", ""https://twitter.com/RepGeneGreen/status/874770864725557249"", ""https://twitter.com/RepGeneGreen/status/874722293930446848"", ""https://twitter.com/RepGeneGreen/status/874683784947527682"", ""https://twitter.com/RepGeneGreen/status/874661978190618624"", ""https://twitter.com/RepGeneGreen/status/874637948167368704"", ""https://twitter.com/RepGeneGreen/status/874417284130975746"", ""https://twitter.com/RepGeneGreen/status/874370731202592768"", ""https://twitter.com/RepGeneGreen/status/874328507438026752"", ""https://twitter.com/RepGeneGreen/status/873976896991543296""]",[]
Luis V. Gutiérrez,RepGutierrez,"",31,5,16.13,1,3.23,5.0,"[""https://twitter.com/RepGutierrez/status/875416246166204417"", ""https://twitter.com/RepGutierrez/status/875414433828306944"", ""https://twitter.com/RepGutierrez/status/875413791579811840"", ""https://twitter.com/RepGutierrez/status/875411417096216577"", ""https://twitter.com/RepGutierrez/status/875401405061885954""]","[""https://twitter.com/RepGutierrez/status/874657793403482113""]"
Raúl M. Grijalva,RepraulGrijalva,"",16,3,18.75,0,0.0,0.0,"[""https://twitter.com/RepRaulGrijalva/status/875379796301295618"", ""https://twitter.com/RepRaulGrijalva/status/874720056508395520"", ""https://twitter.com/RepRaulGrijalva/status/874666272285499395""]",[]
Al Green,RepAlGreen,"",12,2,16.67,2,16.67,1.0,"[""https://twitter.com/RepAlGreen/status/876203291834822656"", ""https://twitter.com/RepAlGreen/status/875770222342537216""]","[""https://twitter.com/RepAlGreen/status/874724039738228737"", ""https://twitter.com/RepAlGreen/status/874723541026996225""]"
John Garamendi,RepGaramendi,"",22,3,13.64,2,9.09,1.5,"[""https://twitter.com/RepGaramendi/status/875347333046689796"", ""https://twitter.com/RepGaramendi/status/874760181443428353"", ""https://twitter.com/RepGaramendi/status/874747253453443072""]","[""https://twitter.com/RepGaramendi/status/873560429334679553"", ""https://twitter.com/RepGaramendi/status/873394024513642497""]"
Tulsi Gabbard,TulsiPress,"",10,0,0.0,0,0.0,0.0,[],[]
Ruben Gallego,RepRubenGallego,"",28,4,14.29,3,10.71,1.3333,"[""https://twitter.com/RepRubenGallego/status/875454800036376576"", ""https://twitter.com/RepRubenGallego/status/875445282556616704"", ""https://twitter.com/RepRubenGallego/status/875413549035737088"", ""https://twitter.com/RepRubenGallego/status/874053626796404736""]","[""https://twitter.com/RepRubenGallego/status/875850557570854912"", ""https://twitter.com/RepRubenGallego/status/875836161134080001"", ""https://twitter.com/RepRubenGallego/status/875745212240465925""]"
Vicente Gonzalez,RepGonzalez,"",13,3,23.08,0,0.0,0.0,"[""https://twitter.com/RepGonzalez/status/875782384255471616"", ""https://twitter.com/RepGonzalez/status/873639910493835264"", ""https://twitter.com/RepGonzalez/status/873638902795513856""]",[]
Josh Gottheimer,RepJoshG,"",24,1,4.17,0,0.0,0.0,"[""https://twitter.com/RepJoshG/status/875808444296695809""]",[]
Alcee L. Hastings,RepHastingsFL,"",3,1,33.33,0,0.0,0.0,"[""https://twitter.com/RepHastingsFL/status/875435059209277440""]",[]
Steny H. Hoyer,WhipHoyer,"",47,8,17.02,3,6.38,2.6667,"[""https://twitter.com/WhipHoyer/status/876110001521217538"", ""https://twitter.com/WhipHoyer/status/875846131665842176"", ""https://twitter.com/WhipHoyer/status/875379991348948992"", ""https://twitter.com/WhipHoyer/status/874668730931965954"", ""https://twitter.com/WhipHoyer/status/874664255701889026"", ""https://twitter.com/WhipHoyer/status/874386891113713665"", ""https://twitter.com/WhipHoyer/status/874382046805848065"", ""https://twitter.com/WhipHoyer/status/874248862877265924""]","[""https://twitter.com/WhipHoyer/status/875477609861324802"", ""https://twitter.com/WhipHoyer/status/875431607364091904"", ""https://twitter.com/WhipHoyer/status/874666182900674564""]"
Brian Higgins,RepBrianHiggins,"",17,3,17.65,1,5.88,3.0,"[""https://twitter.com/RepBrianHiggins/status/875721656651530240"", ""https://twitter.com/RepBrianHiggins/status/874296191906975744"", ""https://twitter.com/RepBrianHiggins/status/874275156037861377""]","[""https://twitter.com/RepBrianHiggins/status/874705285964804096""]"
James A. Himes,JAHimes,"",15,1,6.67,1,6.67,1.0,"[""https://twitter.com/jahimes/status/873644280241324033""]","[""https://twitter.com/jahimes/status/874761042865377280""]"
Colleen Hanabusa,RepHanabusa,"",8,1,12.5,0,0.0,0.0,"[""https://twitter.com/RepHanabusa/status/874747041985044480""]",[]
Denny Heck,RepDennyHeck,"",10,0,0.0,1,10.0,0.0,[],"[""https://twitter.com/RepDennyHeck/status/875784247960842240""]"
Jared Huffman,RepHuffman,"",5,0,0.0,0,0.0,0.0,[],[]
Sheila Jackson Lee,JacksonLeeTX18,"",20,4,20.0,3,15.0,1.3333,"[""https://twitter.com/JacksonLeeTX18/status/875384187414622208"", ""https://twitter.com/JacksonLeeTX18/status/875383932832952320"", ""https://twitter.com/JacksonLeeTX18/status/874652465525927936"", ""https://twitter.com/JacksonLeeTX18/status/874473195553861632""]","[""https://twitter.com/JacksonLeeTX18/status/874652465525927936"", ""https://twitter.com/JacksonLeeTX18/status/874420089155706881"", ""https://twitter.com/JacksonLeeTX18/status/874289400519303169""]"
Eddie Bernice Johnson,RepEBJ,"",13,5,38.46,2,15.38,2.5,"[""https://twitter.com/RepEBJ/status/875761273060945923"", ""https://twitter.com/RepEBJ/status/875445192446189568"", ""https://twitter.com/RepEBJ/status/875412018437795879"", ""https://twitter.com/RepEBJ/status/874695699711107072"", ""https://twitter.com/RepEBJ/status/874270764693954560""]","[""https://twitter.com/RepEBJ/status/874754697432903680"", ""https://twitter.com/RepEBJ/status/874701423333781504""]"
"Henry C. ""Hank"" Johnson, Jr.",RepHankJohnson,"",16,2,12.5,0,0.0,0.0,"[""https://twitter.com/RepHankJohnson/status/875421952747458560"", ""https://twitter.com/RepHankJohnson/status/874249867236974592""]",[]
Hakeem S. Jeffries,RepJeffries,"",16,1,6.25,4,25.0,0.25,"[""https://twitter.com/RepJeffries/status/874042561396133888""]","[""https://twitter.com/RepJeffries/status/874647442997882881"", ""https://twitter.com/RepJeffries/status/874342509492797440"", ""https://twitter.com/RepJeffries/status/874242947591667712"", ""https://twitter.com/RepJeffries/status/873741001604685824""]"
