senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
Charles E. Schumer,SenSchumer,chuckschumer,36,8,22.22,1,2.78,8.0,"[""https://twitter.com/SenSchumer/status/874698378403344384"", ""https://twitter.com/SenSchumer/status/874697032027516930"", ""https://twitter.com/SenSchumer/status/874688340662128641"", ""https://twitter.com/SenSchumer/status/874636652093878272"", ""https://twitter.com/SenSchumer/status/874629200241733634"", ""https://twitter.com/SenSchumer/status/874293232783556608"", ""https://twitter.com/SenSchumer/status/873143653719584768"", ""https://twitter.com/chuckschumer/status/873618448114483200""]","[""https://twitter.com/SenSchumer/status/873675619040722948""]"
Debbie Stabenow,SenStabenow,stabenow,11,1,9.09,0,0.0,0.0,"[""https://twitter.com/SenStabenow/status/874733114714619908""]",[]
Jeanne Shaheen,SenatorShaheen,JeanneShaheen,22,8,36.36,4,18.18,2.0,"[""https://twitter.com/SenatorShaheen/status/875447258015121408"", ""https://twitter.com/SenatorShaheen/status/875343291780390912"", ""https://twitter.com/SenatorShaheen/status/874754515391664128"", ""https://twitter.com/SenatorShaheen/status/874736047657279492"", ""https://twitter.com/SenatorShaheen/status/874668341532794882"", ""https://twitter.com/SenatorShaheen/status/874665270551478275"", ""https://twitter.com/SenatorShaheen/status/874326390774145024"", ""https://twitter.com/SenatorShaheen/status/873187785963909122""]","[""https://twitter.com/SenatorShaheen/status/874749246737698818"", ""https://twitter.com/SenatorShaheen/status/874649427943841795"", ""https://twitter.com/SenatorShaheen/status/874638380541366272"", ""https://twitter.com/SenatorShaheen/status/874611095809519616""]"
Brian Schatz,SenBrianSchatz,brianschatz,59,8,13.56,9,15.25,0.8889,"[""https://twitter.com/brianschatz/status/875453883975434242"", ""https://twitter.com/brianschatz/status/875438158086909952"", ""https://twitter.com/brianschatz/status/875429126458486784"", ""https://twitter.com/brianschatz/status/875409763017928704"", ""https://twitter.com/brianschatz/status/874601165941506049"", ""https://twitter.com/brianschatz/status/874385898246426624"", ""https://twitter.com/brianschatz/status/874253061199233024"", ""https://twitter.com/brianschatz/status/873160371124744192""]","[""https://twitter.com/SenBrianSchatz/status/873716433972277248"", ""https://twitter.com/brianschatz/status/874661169168097281"", ""https://twitter.com/brianschatz/status/874609772309471232"", ""https://twitter.com/brianschatz/status/874582405004308481"", ""https://twitter.com/brianschatz/status/874572824597450752"", ""https://twitter.com/brianschatz/status/874311591260553216"", ""https://twitter.com/brianschatz/status/874267967369822209"", ""https://twitter.com/brianschatz/status/874265068103389184"", ""https://twitter.com/brianschatz/status/873767685510672386""]"
Jon Tester,SenatorTester,jontester,15,5,33.33,0,0.0,0.0,"[""https://twitter.com/SenatorTester/status/875419614594961409"", ""https://twitter.com/SenatorTester/status/874765318639497216"", ""https://twitter.com/SenatorTester/status/874676446152798208"", ""https://twitter.com/SenatorTester/status/874438692722442240"", ""https://twitter.com/jontester/status/875386769470099456""]",[]
Tom Udall,SenatorTomUdall,"",10,1,10.0,0,0.0,0.0,"[""https://twitter.com/SenatorTomUdall/status/874762887780347906""]",[]
Chris Van Hollen,ChrisVanHollen,VanHollenForMD,29,7,24.14,7,24.14,1.0,"[""https://twitter.com/ChrisVanHollen/status/875481889678733312"", ""https://twitter.com/ChrisVanHollen/status/874746420909273093"", ""https://twitter.com/ChrisVanHollen/status/874656441436712962"", ""https://twitter.com/ChrisVanHollen/status/874620275341615104"", ""https://twitter.com/ChrisVanHollen/status/874304512479068161"", ""https://twitter.com/ChrisVanHollen/status/873199550932148227"", ""https://twitter.com/ChrisVanHollen/status/873153301319213056""]","[""https://twitter.com/ChrisVanHollen/status/875470031483785218"", ""https://twitter.com/ChrisVanHollen/status/875435484620746754"", ""https://twitter.com/ChrisVanHollen/status/875428997886345218"", ""https://twitter.com/ChrisVanHollen/status/875099626751369216"", ""https://twitter.com/ChrisVanHollen/status/873926212753670144"", ""https://twitter.com/ChrisVanHollen/status/873180321419845632"", ""https://twitter.com/ChrisVanHollen/status/872998021235167233""]"
Ron Wyden,RonWyden,"",36,15,41.67,10,27.78,1.5,"[""https://twitter.com/RonWyden/status/875447529835462658"", ""https://twitter.com/RonWyden/status/875398538993307648"", ""https://twitter.com/RonWyden/status/875367963473453056"", ""https://twitter.com/RonWyden/status/875355007633297408"", ""https://twitter.com/RonWyden/status/875072530238910465"", ""https://twitter.com/RonWyden/status/874740669993988097"", ""https://twitter.com/RonWyden/status/874662519733878784"", ""https://twitter.com/RonWyden/status/874640571251519489"", ""https://twitter.com/RonWyden/status/874639699855515651"", ""https://twitter.com/RonWyden/status/874295241423163393"", ""https://twitter.com/RonWyden/status/874109280017760256"", ""https://twitter.com/RonWyden/status/874042150551302144"", ""https://twitter.com/RonWyden/status/874018142359404544"", ""https://twitter.com/RonWyden/status/873679538412060672"", ""https://twitter.com/RonWyden/status/873292353783701508""]","[""https://twitter.com/RonWyden/status/874733342981312512"", ""https://twitter.com/RonWyden/status/874724744712552449"", ""https://twitter.com/RonWyden/status/874692691686281217"", ""https://twitter.com/RonWyden/status/874677663146942465"", ""https://twitter.com/RonWyden/status/874283392052994048"", ""https://twitter.com/RonWyden/status/874277172952915970"", ""https://twitter.com/RonWyden/status/874109280017760256"", ""https://twitter.com/RonWyden/status/874042150551302144"", ""https://twitter.com/RonWyden/status/873679538412060672"", ""https://twitter.com/RonWyden/status/873242477230268417""]"
Sheldon Whitehouse,SenWhitehouse,"",50,7,14.0,7,14.0,1.0,"[""https://twitter.com/SenWhitehouse/status/875487988754644994"", ""https://twitter.com/SenWhitehouse/status/875439733156888576"", ""https://twitter.com/SenWhitehouse/status/874746438605033472"", ""https://twitter.com/SenWhitehouse/status/874739583422001155"", ""https://twitter.com/SenWhitehouse/status/874637280710971392"", ""https://twitter.com/SenWhitehouse/status/873287061385736192"", ""https://twitter.com/SenWhitehouse/status/873215031218974721""]","[""https://twitter.com/SenWhitehouse/status/875390866634018816"", ""https://twitter.com/SenWhitehouse/status/874812782394388481"", ""https://twitter.com/SenWhitehouse/status/874730025077137408"", ""https://twitter.com/SenWhitehouse/status/874367357493358592"", ""https://twitter.com/SenWhitehouse/status/874307023357308928"", ""https://twitter.com/SenWhitehouse/status/873355364250550273"", ""https://twitter.com/SenWhitehouse/status/873354793896603649""]"
Mark R. Warner,MarkWarner,MarkWarnerVA,33,4,12.12,2,6.06,2.0,"[""https://twitter.com/MarkWarner/status/875399630682542082"", ""https://twitter.com/MarkWarner/status/875099348832595969"", ""https://twitter.com/MarkWarner/status/874389141294903297"", ""https://twitter.com/MarkWarner/status/874326567958323201""]","[""https://twitter.com/MarkWarner/status/874698927093755906"", ""https://twitter.com/MarkWarner/status/874286772049543168""]"
Elizabeth Warren,SenWarren,elizabethforma,29,1,3.45,7,24.14,0.1429,"[""https://twitter.com/SenWarren/status/874675368996810752""]","[""https://twitter.com/SenWarren/status/874755984044027904"", ""https://twitter.com/SenWarren/status/874755547911909376"", ""https://twitter.com/SenWarren/status/874755252016295937"", ""https://twitter.com/SenWarren/status/874755037951660032"", ""https://twitter.com/SenWarren/status/874754785194455040"", ""https://twitter.com/SenWarren/status/874754500791238656"", ""https://twitter.com/SenWarren/status/874695203923406848""]"
"Angus S. King, Jr.",SenAngusKing,"",10,0,0.0,4,40.0,0.0,[],"[""https://twitter.com/SenAngusKing/status/875119112216870917"", ""https://twitter.com/SenAngusKing/status/875097048336478208"", ""https://twitter.com/SenAngusKing/status/874756032085598208"", ""https://twitter.com/SenAngusKing/status/873239069945364480""]"
Bernard Sanders,SenSanders,BernieSanders,37,8,21.62,2,5.41,4.0,"[""https://twitter.com/SenSanders/status/874780681653460992"", ""https://twitter.com/SenSanders/status/874694617656111108"", ""https://twitter.com/SenSanders/status/874661524450803712"", ""https://twitter.com/SenSanders/status/874615253790846976"", ""https://twitter.com/SenSanders/status/874355512707612673"", ""https://twitter.com/SenSanders/status/873210145945288704"", ""https://twitter.com/BernieSanders/status/874703508339130369"", ""https://twitter.com/BernieSanders/status/873707458165911552""]","[""https://twitter.com/SenSanders/status/875430772274024449"", ""https://twitter.com/SenSanders/status/874762567910133763""]"
