senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
Catherine Cortez Masto,sencortezmasto,"",43,29,67.44,0,0.0,0.0,"[""https://twitter.com/SenCortezMasto/status/877923444687601665"", ""https://twitter.com/SenCortezMasto/status/877918481823318016"", ""https://twitter.com/SenCortezMasto/status/877649938305482752"", ""https://twitter.com/SenCortezMasto/status/877616350696534016"", ""https://twitter.com/SenCortezMasto/status/877613205346037761"", ""https://twitter.com/SenCortezMasto/status/877600536249327617"", ""https://twitter.com/SenCortezMasto/status/877571810967130113"", ""https://twitter.com/SenCortezMasto/status/877285112517337089"", ""https://twitter.com/SenCortezMasto/status/877276056725716998"", ""https://twitter.com/SenCortezMasto/status/877226842062815233"", ""https://twitter.com/SenCortezMasto/status/876936568866430976"", ""https://twitter.com/SenCortezMasto/status/876919321787736064"", ""https://twitter.com/SenCortezMasto/status/876919245996797955"", ""https://twitter.com/SenCortezMasto/status/876894967003844609"", ""https://twitter.com/SenCortezMasto/status/876839822244986880"", ""https://twitter.com/SenCortezMasto/status/875833174353469440"", ""https://twitter.com/SenCortezMasto/status/875755861154594816"", ""https://twitter.com/SenCortezMasto/status/875755025108258816"", ""https://twitter.com/SenCortezMasto/status/875480538529775616"", ""https://twitter.com/SenCortezMasto/status/875473613150969857"", ""https://twitter.com/SenCortezMasto/status/875464302244671488"", ""https://twitter.com/SenCortezMasto/status/875455831130513408"", ""https://twitter.com/SenCortezMasto/status/875422833064726529"", ""https://twitter.com/SenCortezMasto/status/875422378406400006"", ""https://twitter.com/SenCortezMasto/status/875417672552415232"", ""https://twitter.com/SenCortezMasto/status/875417291604848640"", ""https://twitter.com/SenCortezMasto/status/875392485891207172"", ""https://twitter.com/SenCortezMasto/status/875392312645472257"", ""https://twitter.com/SenCortezMasto/status/875366744780677120""]",[]
Richard J. Durbin,SenatorDurbin,DickDurbin,99,51,51.52,3,3.03,17.0,"[""https://twitter.com/SenatorDurbin/status/877949461103771648"", ""https://twitter.com/SenatorDurbin/status/877906423497109504"", ""https://twitter.com/SenatorDurbin/status/877633454208241664"", ""https://twitter.com/SenatorDurbin/status/877592334917128196"", ""https://twitter.com/SenatorDurbin/status/877551564478705664"", ""https://twitter.com/SenatorDurbin/status/877315839187451904"", ""https://twitter.com/SenatorDurbin/status/877213779150479360"", ""https://twitter.com/SenatorDurbin/status/877179104939958273"", ""https://twitter.com/SenatorDurbin/status/877130996151406593"", ""https://twitter.com/SenatorDurbin/status/876923194279677952"", ""https://twitter.com/SenatorDurbin/status/876922896542830593"", ""https://twitter.com/SenatorDurbin/status/876806688929656834"", ""https://twitter.com/SenatorDurbin/status/875798937331957760"", ""https://twitter.com/SenatorDurbin/status/875798842402320385"", ""https://twitter.com/SenatorDurbin/status/875798605948481537"", ""https://twitter.com/SenatorDurbin/status/875723044144242688"", ""https://twitter.com/SenatorDurbin/status/875434110214385664"", ""https://twitter.com/SenatorDurbin/status/875432016300212224"", ""https://twitter.com/SenatorDurbin/status/875429482483593216"", ""https://twitter.com/SenatorDurbin/status/875428273987235840"", ""https://twitter.com/SenatorDurbin/status/875427070532362240"", ""https://twitter.com/SenatorDurbin/status/875425794763485185"", ""https://twitter.com/SenatorDurbin/status/875422357455855616"", ""https://twitter.com/SenatorDurbin/status/875420886345674752"", ""https://twitter.com/SenatorDurbin/status/875420525413249024"", ""https://twitter.com/SenatorDurbin/status/875418980592345088"", ""https://twitter.com/SenatorDurbin/status/875418113071775744"", ""https://twitter.com/SenatorDurbin/status/875411534058487811"", ""https://twitter.com/SenatorDurbin/status/875410136956895232"", ""https://twitter.com/SenatorDurbin/status/875408173204635648"", ""https://twitter.com/SenatorDurbin/status/875404051151806464"", ""https://twitter.com/SenatorDurbin/status/875402312579256321"", ""https://twitter.com/SenatorDurbin/status/875348706136141824"", ""https://twitter.com/DickDurbin/status/877962600679485440"", ""https://twitter.com/DickDurbin/status/877725587363602432"", ""https://twitter.com/DickDurbin/status/877661666074177537"", ""https://twitter.com/DickDurbin/status/877632273373429760"", ""https://twitter.com/DickDurbin/status/877334759730364416"", ""https://twitter.com/DickDurbin/status/877279143473360900"", ""https://twitter.com/DickDurbin/status/876977404769697794"", ""https://twitter.com/DickDurbin/status/876937669380415489"", ""https://twitter.com/DickDurbin/status/876850424594276352"", ""https://twitter.com/DickDurbin/status/876248098825228288"", ""https://twitter.com/DickDurbin/status/876212882983321600"", ""https://twitter.com/DickDurbin/status/876179145990049792"", ""https://twitter.com/DickDurbin/status/876124789236260864"", ""https://twitter.com/DickDurbin/status/875887725026693121"", ""https://twitter.com/DickDurbin/status/875820305045913601"", ""https://twitter.com/DickDurbin/status/875765649750052864"", ""https://twitter.com/DickDurbin/status/875524079654248448"", ""https://twitter.com/DickDurbin/status/875488120665513984""]","[""https://twitter.com/SenatorDurbin/status/877288691756040192"", ""https://twitter.com/SenatorDurbin/status/875462739849748484"", ""https://twitter.com/DickDurbin/status/875853250326614016""]"
Joe Donnelly,SenDonnelly,"",28,10,35.71,1,3.57,10.0,"[""https://twitter.com/SenDonnelly/status/877974087988944896"", ""https://twitter.com/SenDonnelly/status/877662438862209025"", ""https://twitter.com/SenDonnelly/status/877643792391618560"", ""https://twitter.com/SenDonnelly/status/877643037379239936"", ""https://twitter.com/SenDonnelly/status/877642788753616896"", ""https://twitter.com/SenDonnelly/status/877637183430991874"", ""https://twitter.com/SenDonnelly/status/877618377526714368"", ""https://twitter.com/SenDonnelly/status/876899373296123905"", ""https://twitter.com/SenDonnelly/status/876070346687959045"", ""https://twitter.com/SenDonnelly/status/875852137862922241""]","[""https://twitter.com/SenDonnelly/status/875459186850770944""]"
Tammy Duckworth,SenDuckworth,TammyforIL,45,19,42.22,3,6.67,6.3333,"[""https://twitter.com/SenDuckworth/status/877957744086712320"", ""https://twitter.com/SenDuckworth/status/877957513190166528"", ""https://twitter.com/SenDuckworth/status/877957462615142400"", ""https://twitter.com/SenDuckworth/status/877957228476510210"", ""https://twitter.com/SenDuckworth/status/877675567499313152"", ""https://twitter.com/SenDuckworth/status/877650739039879168"", ""https://twitter.com/SenDuckworth/status/877243678665920512"", ""https://twitter.com/SenDuckworth/status/877218389378433024"", ""https://twitter.com/SenDuckworth/status/877159217932754944"", ""https://twitter.com/SenDuckworth/status/876976499559190528"", ""https://twitter.com/SenDuckworth/status/876952122541178881"", ""https://twitter.com/SenDuckworth/status/876947168397074433"", ""https://twitter.com/SenDuckworth/status/876942431991853056"", ""https://twitter.com/SenDuckworth/status/876859251582480384"", ""https://twitter.com/SenDuckworth/status/876160345596932098"", ""https://twitter.com/SenDuckworth/status/875804181940056064"", ""https://twitter.com/SenDuckworth/status/875440049424171008"", ""https://twitter.com/SenDuckworth/status/875427060914827264"", ""https://twitter.com/SenDuckworth/status/875375016468246529""]","[""https://twitter.com/SenDuckworth/status/877668446934360064"", ""https://twitter.com/SenDuckworth/status/877668368895102980"", ""https://twitter.com/SenDuckworth/status/875810106738446336""]"
Dianne Feinstein,SenFeinstein,"",66,44,66.67,3,4.55,14.6667,"[""https://twitter.com/SenFeinstein/status/877968232216440832"", ""https://twitter.com/SenFeinstein/status/877964933563940864"", ""https://twitter.com/SenFeinstein/status/877957888253190144"", ""https://twitter.com/SenFeinstein/status/877954829242388481"", ""https://twitter.com/SenFeinstein/status/877952041510985729"", ""https://twitter.com/SenFeinstein/status/877941963852464128"", ""https://twitter.com/SenFeinstein/status/877941339853385728"", ""https://twitter.com/SenFeinstein/status/877940931168579584"", ""https://twitter.com/SenFeinstein/status/877581056202776576"", ""https://twitter.com/SenFeinstein/status/877534996822728705"", ""https://twitter.com/SenFeinstein/status/877291275929702400"", ""https://twitter.com/SenFeinstein/status/877216618451021828"", ""https://twitter.com/SenFeinstein/status/877002183505477632"", ""https://twitter.com/SenFeinstein/status/876985881701298176"", ""https://twitter.com/SenFeinstein/status/876982473208590336"", ""https://twitter.com/SenFeinstein/status/876980813551763456"", ""https://twitter.com/SenFeinstein/status/876972288498860032"", ""https://twitter.com/SenFeinstein/status/876968846103588865"", ""https://twitter.com/SenFeinstein/status/876964597353373696"", ""https://twitter.com/SenFeinstein/status/876960955711848448"", ""https://twitter.com/SenFeinstein/status/876946776971980800"", ""https://twitter.com/SenFeinstein/status/876942988051709953"", ""https://twitter.com/SenFeinstein/status/876910316646535171"", ""https://twitter.com/SenFeinstein/status/876907240724279300"", ""https://twitter.com/SenFeinstein/status/876905913340370944"", ""https://twitter.com/SenFeinstein/status/876887322926731265"", ""https://twitter.com/SenFeinstein/status/876201416246910977"", ""https://twitter.com/SenFeinstein/status/875881051498967041"", ""https://twitter.com/SenFeinstein/status/875837317755408384"", ""https://twitter.com/SenFeinstein/status/875795584862617600"", ""https://twitter.com/SenFeinstein/status/875795424971554816"", ""https://twitter.com/SenFeinstein/status/875787869377499137"", ""https://twitter.com/SenFeinstein/status/875785874822311937"", ""https://twitter.com/SenFeinstein/status/875727935453442048"", ""https://twitter.com/SenFeinstein/status/875455219777155072"", ""https://twitter.com/SenFeinstein/status/875455095382589440"", ""https://twitter.com/SenFeinstein/status/875455002579353600"", ""https://twitter.com/SenFeinstein/status/875442966000582656"", ""https://twitter.com/SenFeinstein/status/875433147835535362"", ""https://twitter.com/SenFeinstein/status/875422982793048064"", ""https://twitter.com/SenFeinstein/status/875416173881548800"", ""https://twitter.com/SenFeinstein/status/875405046959267840"", ""https://twitter.com/SenFeinstein/status/875385742566064128"", ""https://twitter.com/SenFeinstein/status/875369464346406912""]","[""https://twitter.com/SenFeinstein/status/877519868282753024"", ""https://twitter.com/SenFeinstein/status/875754506725797888"", ""https://twitter.com/SenFeinstein/status/875479719214542849""]"
Al Franken,SenFranken,alfranken,89,38,42.7,0,0.0,0.0,"[""https://twitter.com/SenFranken/status/877901574034665472"", ""https://twitter.com/SenFranken/status/877901443725803520"", ""https://twitter.com/SenFranken/status/877901237282234368"", ""https://twitter.com/SenFranken/status/877901135692083200"", ""https://twitter.com/SenFranken/status/877901055983362048"", ""https://twitter.com/SenFranken/status/877900960483364864"", ""https://twitter.com/SenFranken/status/877673557152722944"", ""https://twitter.com/SenFranken/status/877622717306064897"", ""https://twitter.com/SenFranken/status/877622408080891904"", ""https://twitter.com/SenFranken/status/877622128215851008"", ""https://twitter.com/SenFranken/status/877537976695361536"", ""https://twitter.com/SenFranken/status/877537870940131330"", ""https://twitter.com/SenFranken/status/877287405505716224"", ""https://twitter.com/SenFranken/status/877282044509921282"", ""https://twitter.com/SenFranken/status/877281752603144194"", ""https://twitter.com/SenFranken/status/877224073817976834"", ""https://twitter.com/SenFranken/status/877223749317271552"", ""https://twitter.com/SenFranken/status/877223074776657921"", ""https://twitter.com/SenFranken/status/877222666167603200"", ""https://twitter.com/SenFranken/status/877222329230798851"", ""https://twitter.com/SenFranken/status/877196012145844225"", ""https://twitter.com/SenFranken/status/877195910064857089"", ""https://twitter.com/SenFranken/status/876974111255388160"", ""https://twitter.com/SenFranken/status/876867194008809472"", ""https://twitter.com/SenFranken/status/876852819738988544"", ""https://twitter.com/SenFranken/status/876852713438498816"", ""https://twitter.com/SenFranken/status/876852628617134080"", ""https://twitter.com/SenFranken/status/876852528574496768"", ""https://twitter.com/SenFranken/status/875801688812249093"", ""https://twitter.com/SenFranken/status/875459779606360064"", ""https://twitter.com/SenFranken/status/875405082401091584"", ""https://twitter.com/SenFranken/status/875404904315092994"", ""https://twitter.com/SenFranken/status/875404745393016832"", ""https://twitter.com/SenFranken/status/875404666577850370"", ""https://twitter.com/SenFranken/status/875404589129977857"", ""https://twitter.com/SenFranken/status/875342570280419328"", ""https://twitter.com/SenFranken/status/875341178673274885"", ""https://twitter.com/SenFranken/status/875341071953408000""]",[]
Kirsten E. Gillibrand,SenGillibrand,"",38,13,34.21,0,0.0,0.0,"[""https://twitter.com/SenGillibrand/status/877960087842705408"", ""https://twitter.com/SenGillibrand/status/877580552190255104"", ""https://twitter.com/SenGillibrand/status/877556136785965057"", ""https://twitter.com/SenGillibrand/status/877520080585850883"", ""https://twitter.com/SenGillibrand/status/877315134313689088"", ""https://twitter.com/SenGillibrand/status/877289085970370560"", ""https://twitter.com/SenGillibrand/status/877150317900648449"", ""https://twitter.com/SenGillibrand/status/876962704602345472"", ""https://twitter.com/SenGillibrand/status/876937643380035585"", ""https://twitter.com/SenGillibrand/status/875758769778700288"", ""https://twitter.com/SenGillibrand/status/875427471944036352"", ""https://twitter.com/SenGillibrand/status/875426925895974912"", ""https://twitter.com/SenGillibrand/status/875380526781263873""]",[]
Mazie K. Hirono,MazieHirono,"",18,11,61.11,0,0.0,0.0,"[""https://twitter.com/maziehirono/status/877972409692717056"", ""https://twitter.com/maziehirono/status/877970964574752768"", ""https://twitter.com/maziehirono/status/877967448779218944"", ""https://twitter.com/maziehirono/status/877933104526008320"", ""https://twitter.com/maziehirono/status/877653632606281731"", ""https://twitter.com/maziehirono/status/877641002340823040"", ""https://twitter.com/maziehirono/status/877542447861071872"", ""https://twitter.com/maziehirono/status/877311595881406464"", ""https://twitter.com/maziehirono/status/876922498419261442"", ""https://twitter.com/maziehirono/status/875808862913409024"", ""https://twitter.com/maziehirono/status/875437005886418946""]",[]
Martin Heinrich,MartinHeinrich,"",68,44,64.71,4,5.88,11.0,"[""https://twitter.com/MartinHeinrich/status/877967899150893056"", ""https://twitter.com/MartinHeinrich/status/877967502172536832"", ""https://twitter.com/MartinHeinrich/status/877966596676898816"", ""https://twitter.com/MartinHeinrich/status/877966539953254401"", ""https://twitter.com/MartinHeinrich/status/877966413662609409"", ""https://twitter.com/MartinHeinrich/status/877947202949304324"", ""https://twitter.com/MartinHeinrich/status/877916513084297216"", ""https://twitter.com/MartinHeinrich/status/877904706177179648"", ""https://twitter.com/MartinHeinrich/status/877888305576017921"", ""https://twitter.com/MartinHeinrich/status/877666707959107584"", ""https://twitter.com/MartinHeinrich/status/877642193544019968"", ""https://twitter.com/MartinHeinrich/status/877636664163799040"", ""https://twitter.com/MartinHeinrich/status/877631185882669056"", ""https://twitter.com/MartinHeinrich/status/877630979892019201"", ""https://twitter.com/MartinHeinrich/status/877621577344577536"", ""https://twitter.com/MartinHeinrich/status/877593047403339776"", ""https://twitter.com/MartinHeinrich/status/877592932810764290"", ""https://twitter.com/MartinHeinrich/status/877568651422908416"", ""https://twitter.com/MartinHeinrich/status/877540176175779842"", ""https://twitter.com/MartinHeinrich/status/877298757188059139"", ""https://twitter.com/MartinHeinrich/status/877297772378161152"", ""https://twitter.com/MartinHeinrich/status/877287624872013824"", ""https://twitter.com/MartinHeinrich/status/877287262035345408"", ""https://twitter.com/MartinHeinrich/status/877257815974440960"", ""https://twitter.com/MartinHeinrich/status/877254729348243456"", ""https://twitter.com/MartinHeinrich/status/877245913902845953"", ""https://twitter.com/MartinHeinrich/status/877235855512920064"", ""https://twitter.com/MartinHeinrich/status/877229500010024960"", ""https://twitter.com/MartinHeinrich/status/877224532184100865"", ""https://twitter.com/MartinHeinrich/status/877209436422512640"", ""https://twitter.com/MartinHeinrich/status/877193016913653761"", ""https://twitter.com/MartinHeinrich/status/877178631969230852"", ""https://twitter.com/MartinHeinrich/status/877165366924988416"", ""https://twitter.com/MartinHeinrich/status/876940122939416576"", ""https://twitter.com/MartinHeinrich/status/876797445166039042"", ""https://twitter.com/MartinHeinrich/status/875790087593893888"", ""https://twitter.com/MartinHeinrich/status/875750986979135488"", ""https://twitter.com/MartinHeinrich/status/875450704797720576"", ""https://twitter.com/MartinHeinrich/status/875449892335955969"", ""https://twitter.com/MartinHeinrich/status/875449663754719232"", ""https://twitter.com/MartinHeinrich/status/875420161666408448"", ""https://twitter.com/MartinHeinrich/status/875414805292691456"", ""https://twitter.com/MartinHeinrich/status/875408742619262976"", ""https://twitter.com/MartinHeinrich/status/875363953928523777""]","[""https://twitter.com/MartinHeinrich/status/877519782656045056"", ""https://twitter.com/MartinHeinrich/status/877516888678555648"", ""https://twitter.com/MartinHeinrich/status/875402487641014272"", ""https://twitter.com/MartinHeinrich/status/875401884709859328""]"
Heidi Heitkamp,SenatorHeitkamp,"",58,17,29.31,1,1.72,17.0,"[""https://twitter.com/SenatorHeitkamp/status/877930564002750464"", ""https://twitter.com/SenatorHeitkamp/status/877917873410379777"", ""https://twitter.com/SenatorHeitkamp/status/877906490140483585"", ""https://twitter.com/SenatorHeitkamp/status/877642302457495552"", ""https://twitter.com/SenatorHeitkamp/status/877636011144093696"", ""https://twitter.com/SenatorHeitkamp/status/877595089769349120"", ""https://twitter.com/SenatorHeitkamp/status/877555472131178498"", ""https://twitter.com/SenatorHeitkamp/status/877548742102188034"", ""https://twitter.com/SenatorHeitkamp/status/877272331953082369"", ""https://twitter.com/SenatorHeitkamp/status/877255552115585025"", ""https://twitter.com/SenatorHeitkamp/status/877243500101763075"", ""https://twitter.com/SenatorHeitkamp/status/876836377236819968"", ""https://twitter.com/SenatorHeitkamp/status/876836243203665920"", ""https://twitter.com/SenatorHeitkamp/status/875833645369634817"", ""https://twitter.com/SenatorHeitkamp/status/875441918594895873"", ""https://twitter.com/SenatorHeitkamp/status/875422657654644737"", ""https://twitter.com/SenatorHeitkamp/status/875352670126706688""]","[""https://twitter.com/SenatorHeitkamp/status/875426887631339520""]"
Kamala D. Harris,SenKamalaHarris,KamalaHarris,118,48,40.68,0,0.0,0.0,"[""https://twitter.com/SenKamalaHarris/status/877915072605106176"", ""https://twitter.com/SenKamalaHarris/status/877655822603501569"", ""https://twitter.com/SenKamalaHarris/status/877631894887817217"", ""https://twitter.com/SenKamalaHarris/status/877578610110025728"", ""https://twitter.com/SenKamalaHarris/status/877560493312884740"", ""https://twitter.com/SenKamalaHarris/status/877540375082258433"", ""https://twitter.com/SenKamalaHarris/status/877223069961641984"", ""https://twitter.com/SenKamalaHarris/status/876972869552656384"", ""https://twitter.com/SenKamalaHarris/status/876939606582800385"", ""https://twitter.com/SenKamalaHarris/status/876932454929620992"", ""https://twitter.com/SenKamalaHarris/status/876908460557844480"", ""https://twitter.com/SenKamalaHarris/status/875753589205082112"", ""https://twitter.com/SenKamalaHarris/status/875541456232075264"", ""https://twitter.com/SenKamalaHarris/status/875391491941838848"", ""https://twitter.com/KamalaHarris/status/877969947103768576"", ""https://twitter.com/KamalaHarris/status/877948492068597760"", ""https://twitter.com/KamalaHarris/status/877947919512420352"", ""https://twitter.com/KamalaHarris/status/877947684283437057"", ""https://twitter.com/KamalaHarris/status/877947444243255296"", ""https://twitter.com/KamalaHarris/status/877930167523475456"", ""https://twitter.com/KamalaHarris/status/877743452074557441"", ""https://twitter.com/KamalaHarris/status/877697410658467841"", ""https://twitter.com/KamalaHarris/status/877672542869348356"", ""https://twitter.com/KamalaHarris/status/877630207619977217"", ""https://twitter.com/KamalaHarris/status/877569054030082048"", ""https://twitter.com/KamalaHarris/status/877383834240667648"", ""https://twitter.com/KamalaHarris/status/877335766510125056"", ""https://twitter.com/KamalaHarris/status/877301793935511552"", ""https://twitter.com/KamalaHarris/status/877272351917953025"", ""https://twitter.com/KamalaHarris/status/877234585423183873"", ""https://twitter.com/KamalaHarris/status/877234293399052288"", ""https://twitter.com/KamalaHarris/status/877232449889214464"", ""https://twitter.com/KamalaHarris/status/877232170812809216"", ""https://twitter.com/KamalaHarris/status/877231666313535489"", ""https://twitter.com/KamalaHarris/status/877230764127133696"", ""https://twitter.com/KamalaHarris/status/877226547832381440"", ""https://twitter.com/KamalaHarris/status/877191779392598017"", ""https://twitter.com/KamalaHarris/status/876936137700409344"", ""https://twitter.com/KamalaHarris/status/876935145646727168"", ""https://twitter.com/KamalaHarris/status/876934363195232256"", ""https://twitter.com/KamalaHarris/status/876934002162233345"", ""https://twitter.com/KamalaHarris/status/876932754449084416"", ""https://twitter.com/KamalaHarris/status/876880518880661504"", ""https://twitter.com/KamalaHarris/status/876518131350589442"", ""https://twitter.com/KamalaHarris/status/876247345951907840"", ""https://twitter.com/KamalaHarris/status/875786558883999744"", ""https://twitter.com/KamalaHarris/status/875457945487773700"", ""https://twitter.com/KamalaHarris/status/875385724312465409""]",[]
Margaret Wood Hassan,Senatorhassan,Maggie_Hassan,53,34,64.15,1,1.89,34.0,"[""https://twitter.com/SenatorHassan/status/877974057043378176"", ""https://twitter.com/SenatorHassan/status/877954278660259841"", ""https://twitter.com/SenatorHassan/status/877947413641789440"", ""https://twitter.com/SenatorHassan/status/877942549536755716"", ""https://twitter.com/SenatorHassan/status/877942447266873345"", ""https://twitter.com/SenatorHassan/status/877942364026699777"", ""https://twitter.com/SenatorHassan/status/877942264403816448"", ""https://twitter.com/SenatorHassan/status/877928006668374017"", ""https://twitter.com/SenatorHassan/status/877910148085420034"", ""https://twitter.com/SenatorHassan/status/877691322861334528"", ""https://twitter.com/SenatorHassan/status/877661395302707200"", ""https://twitter.com/SenatorHassan/status/877650738339393537"", ""https://twitter.com/SenatorHassan/status/877617975271936000"", ""https://twitter.com/SenatorHassan/status/877612207105646594"", ""https://twitter.com/SenatorHassan/status/877536574321381376"", ""https://twitter.com/SenatorHassan/status/877295043144560644"", ""https://twitter.com/SenatorHassan/status/877292714710097920"", ""https://twitter.com/SenatorHassan/status/877254559374114817"", ""https://twitter.com/SenatorHassan/status/877205424524677121"", ""https://twitter.com/SenatorHassan/status/877189607733039105"", ""https://twitter.com/SenatorHassan/status/876878237510643713"", ""https://twitter.com/SenatorHassan/status/876842653610061826"", ""https://twitter.com/SenatorHassan/status/876842312453804033"", ""https://twitter.com/SenatorHassan/status/876828732429922308"", ""https://twitter.com/SenatorHassan/status/876160989963669504"", ""https://twitter.com/SenatorHassan/status/876108676142170112"", ""https://twitter.com/SenatorHassan/status/875798489317474304"", ""https://twitter.com/SenatorHassan/status/875783140165529600"", ""https://twitter.com/SenatorHassan/status/875755601913147392"", ""https://twitter.com/SenatorHassan/status/875468810517610496"", ""https://twitter.com/SenatorHassan/status/875433525683597312"", ""https://twitter.com/SenatorHassan/status/875410292607471617"", ""https://twitter.com/SenatorHassan/status/875407558026067969"", ""https://twitter.com/SenatorHassan/status/875369764474023938""]","[""https://twitter.com/SenatorHassan/status/875419078298669062""]"
Tim Kaine,SenKaineOffice,timkaine,68,41,60.29,1,1.47,41.0,"[""https://twitter.com/timkaine/status/877961682324144128"", ""https://twitter.com/timkaine/status/877959304002781184"", ""https://twitter.com/timkaine/status/877959152445870081"", ""https://twitter.com/timkaine/status/877958954860421120"", ""https://twitter.com/timkaine/status/877915218277351424"", ""https://twitter.com/timkaine/status/877915117651869696"", ""https://twitter.com/timkaine/status/877627621693153281"", ""https://twitter.com/timkaine/status/877571798510039040"", ""https://twitter.com/timkaine/status/877571174087225346"", ""https://twitter.com/timkaine/status/877570862710435842"", ""https://twitter.com/timkaine/status/877570525287120898"", ""https://twitter.com/timkaine/status/877570125414760449"", ""https://twitter.com/timkaine/status/877569755368095744"", ""https://twitter.com/timkaine/status/877569382876143616"", ""https://twitter.com/timkaine/status/877568777403027456"", ""https://twitter.com/timkaine/status/877568429485473792"", ""https://twitter.com/timkaine/status/877568257435119616"", ""https://twitter.com/timkaine/status/877567777619529728"", ""https://twitter.com/timkaine/status/877562328228560896"", ""https://twitter.com/timkaine/status/877561484124930048"", ""https://twitter.com/timkaine/status/877560492721623040"", ""https://twitter.com/timkaine/status/877559537456345088"", ""https://twitter.com/timkaine/status/877558893987201024"", ""https://twitter.com/timkaine/status/877260235253174274"", ""https://twitter.com/timkaine/status/877257616493334529"", ""https://twitter.com/timkaine/status/877255110950301696"", ""https://twitter.com/timkaine/status/876971878845476864"", ""https://twitter.com/timkaine/status/876971765221785604"", ""https://twitter.com/timkaine/status/876971677250441216"", ""https://twitter.com/timkaine/status/876968412479664128"", ""https://twitter.com/timkaine/status/876941418996092929"", ""https://twitter.com/timkaine/status/876941227207172096"", ""https://twitter.com/timkaine/status/876939237630902274"", ""https://twitter.com/timkaine/status/876936804481376256"", ""https://twitter.com/timkaine/status/876935320788504576"", ""https://twitter.com/timkaine/status/876933965638062081"", ""https://twitter.com/timkaine/status/876916035974307840"", ""https://twitter.com/timkaine/status/875822377040564224"", ""https://twitter.com/timkaine/status/875407785143537664"", ""https://twitter.com/timkaine/status/875407338651484161"", ""https://twitter.com/timkaine/status/875348410739699713""]","[""https://twitter.com/timkaine/status/875448728743800832""]"
Patrick J. Leahy,SenatorLeahy,"",78,17,21.79,3,3.85,5.6667,"[""https://twitter.com/SenatorLeahy/status/877925710643462144"", ""https://twitter.com/SenatorLeahy/status/877925493697167361"", ""https://twitter.com/SenatorLeahy/status/877921251204804608"", ""https://twitter.com/SenatorLeahy/status/877586593250504705"", ""https://twitter.com/SenatorLeahy/status/877586456528666624"", ""https://twitter.com/SenatorLeahy/status/877313495230029824"", ""https://twitter.com/SenatorLeahy/status/877283639746338816"", ""https://twitter.com/SenatorLeahy/status/877235779302551552"", ""https://twitter.com/SenatorLeahy/status/877233737053999106"", ""https://twitter.com/SenatorLeahy/status/877179959437127681"", ""https://twitter.com/SenatorLeahy/status/877153404455452672"", ""https://twitter.com/SenatorLeahy/status/876947920599347201"", ""https://twitter.com/SenatorLeahy/status/875911778257039360"", ""https://twitter.com/SenatorLeahy/status/875364012262907904"", ""https://twitter.com/SenatorLeahy/status/875359376370008064"", ""https://twitter.com/SenatorLeahy/status/875293745176080385"", ""https://twitter.com/SenatorLeahy/status/875156189331501057""]","[""https://twitter.com/SenatorLeahy/status/877936398296170496"", ""https://twitter.com/SenatorLeahy/status/875801224595079168"", ""https://twitter.com/SenatorLeahy/status/875782596004917248""]"
