senator,official_user_name,alt_user_name,tweets_in_last_seven_days,trumpcare_tweets,tct_percentage,russia_tweets,rt_percentage,tct_to_rt_ratio,trumpcare_tweet_urls,russia_tweet_urls
Steve Scalise,SteveScalise,"",23,4,17.39,0,0.0,0.0,"[""https://twitter.com/SteveScalise/status/874766066110648321"", ""https://twitter.com/SteveScalise/status/874740610275692546"", ""https://twitter.com/SteveScalise/status/874641723288420352"", ""https://twitter.com/SteveScalise/status/874272921342156802""]",[]
David Schweikert,RepDavid,"",0,0,0.0,0,0.0,0.0,[],[]
Steve Stivers,RepSteveStivers,"",7,0,0.0,0,0.0,0.0,[],[]
Austin Scott,AustinScottGA08,"",9,0,0.0,0,0.0,0.0,[],[]
Chris Stewart,RepChrisStewart,"",16,0,0.0,2,12.5,0.0,[],"[""https://twitter.com/RepChrisStewart/status/875327028932816896"", ""https://twitter.com/RepChrisStewart/status/874734769401196545""]"
Jason Smith,RepJasonSmith,"",8,0,0.0,0,0.0,0.0,[],[]
Elise M. Stefanik,RepStefanik,"",26,2,7.69,0,0.0,0.0,"[""https://twitter.com/RepStefanik/status/875441787514400768"", ""https://twitter.com/RepStefanik/status/874733889389985793""]",[]
Lloyd Smucker,RepSmucker,"",27,2,7.41,0,0.0,0.0,"[""https://twitter.com/RepSmucker/status/875427827784585216"", ""https://twitter.com/RepSmucker/status/874738220445171717""]",[]
Mac Thornberry,MacTXPress,"",2,0,0.0,0,0.0,0.0,[],[]
Patrick J. Tiberi,pattiberi,"",14,4,28.57,0,0.0,0.0,"[""https://twitter.com/PatTiberi/status/875376586262028293"", ""https://twitter.com/PatTiberi/status/874726067021291521"", ""https://twitter.com/PatTiberi/status/874714445972467712"", ""https://twitter.com/PatTiberi/status/874369095013199873""]",[]
Michael R. Turner,RepMikeTurner,"",8,1,12.5,0,0.0,0.0,"[""https://twitter.com/RepMikeTurner/status/874400924071940096""]",[]
Glenn Thompson,CongressmanGT,"",18,2,11.11,0,0.0,0.0,"[""https://twitter.com/CongressmanGT/status/875359984783110144"", ""https://twitter.com/CongressmanGT/status/875359438772817921""]",[]
Scott R. Tipton,RepTipton,"",15,0,0.0,0,0.0,0.0,[],[]
David A. Trott,repdavetrott,"",12,2,16.67,0,0.0,0.0,"[""https://twitter.com/repdavetrott/status/874737552921681920"", ""https://twitter.com/repdavetrott/status/874647392615792641""]",[]
Scott Taylor,RepScottTaylor,"",4,0,0.0,0,0.0,0.0,[],[]
Claudia Tenney,RepTenney,"",46,2,4.35,0,0.0,0.0,"[""https://twitter.com/RepTenney/status/874760252121591808"", ""https://twitter.com/RepTenney/status/874642434478702592""]",[]
Fred Upton,RepFredUpton,"",15,3,20.0,0,0.0,0.0,"[""https://twitter.com/RepFredUpton/status/874741146819457024"", ""https://twitter.com/RepFredUpton/status/874734941464125442"", ""https://twitter.com/RepFredUpton/status/874644610085212162""]",[]
David G. Valadao,RepDavidValadao,"",3,1,33.33,0,0.0,0.0,"[""https://twitter.com/RepDavidValadao/status/875354078578167808""]",[]
Greg Walden,RepGregWalden,"",5,0,0.0,0,0.0,0.0,[],[]
Joe Wilson,RepJoeWilson,"",12,0,0.0,0,0.0,0.0,[],[]
Tim Walberg,RepWalberg,"",20,1,5.0,0,0.0,0.0,"[""https://twitter.com/RepWalberg/status/874747435528200193""]",[]
Robert J. Wittman,RobWittman,"",1,0,0.0,0,0.0,0.0,[],[]
Daniel Webster,RepWebster,"",1,0,0.0,0,0.0,0.0,[],[]
Steve Womack,Rep_SteveWomack,"",12,0,0.0,0,0.0,0.0,[],[]
Rob Woodall,RepRobWoodall,"",4,0,0.0,0,0.0,0.0,[],[]
Ann Wagner,RepAnnWagner,"",7,1,14.29,0,0.0,0.0,"[""https://twitter.com/RepAnnWagner/status/874737784849920000""]",[]
Jackie Walorski,RepWalorski,"",12,0,0.0,0,0.0,0.0,[],[]
"Randy K. Weber, Sr.",TXRandy14,"",1,0,0.0,0,0.0,0.0,[],[]
Brad R. Wenstrup,RepBradWenstrup,"",25,3,12.0,0,0.0,0.0,"[""https://twitter.com/RepBradWenstrup/status/874732577093033985"", ""https://twitter.com/RepBradWenstrup/status/874732099756052480"", ""https://twitter.com/RepBradWenstrup/status/874646659170529280""]",[]
Roger Williams,RepRWilliams,"",19,0,0.0,0,0.0,0.0,[],[]
Mark Walker,RepMarkWalker,"",59,4,6.78,0,0.0,0.0,"[""https://twitter.com/RepMarkWalker/status/874754375532646405"", ""https://twitter.com/RepMarkWalker/status/874749049836064768"", ""https://twitter.com/RepMarkWalker/status/874748540769251330"", ""https://twitter.com/RepMarkWalker/status/874442014141665280""]",[]
Mimi Walters,RepMimiWalters,"",19,4,21.05,0,0.0,0.0,"[""https://twitter.com/RepMimiWalters/status/875426439100760065"", ""https://twitter.com/RepMimiWalters/status/875095511753256961"", ""https://twitter.com/RepMimiWalters/status/874984991524089856"", ""https://twitter.com/RepMimiWalters/status/874712247976820736""]",[]
Bruce Westerman,RepWesterman,"",18,4,22.22,0,0.0,0.0,"[""https://twitter.com/RepWesterman/status/875870477587283968"", ""https://twitter.com/RepWesterman/status/875419155113136128"", ""https://twitter.com/RepWesterman/status/875360305571921921"", ""https://twitter.com/RepWesterman/status/874747471699881985""]",[]
Don Young,RepDonYoung,"",6,1,16.67,0,0.0,0.0,"[""https://twitter.com/repdonyoung/status/875462099207688196""]",[]
Kevin Yoder,RepKevinYoder,"",29,4,13.79,0,0.0,0.0,"[""https://twitter.com/RepKevinYoder/status/874732726301184002"", ""https://twitter.com/RepKevinYoder/status/874685067070668802"", ""https://twitter.com/RepKevinYoder/status/874628647193325568"", ""https://twitter.com/RepKevinYoder/status/874266844236050434""]",[]
Ted S. Yoho,RepTedYoho,"",3,0,0.0,0,0.0,0.0,[],[]
David Young,RepDavidYoung,"",11,1,9.09,0,0.0,0.0,"[""https://twitter.com/RepDavidYoung/status/873877884619849729""]",[]
Lee M. Zeldin,RepLeeZeldin,"",14,3,21.43,0,0.0,0.0,"[""https://twitter.com/RepLeeZeldin/status/875454686454665221"", ""https://twitter.com/RepLeeZeldin/status/874635141255135234"", ""https://twitter.com/RepLeeZeldin/status/874291248374460418""]",[]
